code_pays,annee,dep_edu,scol_prim,scol_sec,alpha,id_pays,_est_fe,_est_re
AGO,2000,2.6075301,,13.36907,,AGO,0,0
AGO,2001,,,15.00134,67.410004,AGO,0,0
AGO,2002,,,16.149599,,AGO,0,0
AGO,2005,2.12011,,,,AGO,0,0
AGO,2006,2.28146,,,,AGO,0,0
AGO,2007,,106.34145,,,AGO,0,0
AGO,2008,,113.29224,22.799021,,AGO,0,0
AGO,2009,,112.27895,24.33202,,AGO,0,0
AGO,2010,3.42132,113.87258,28.210804,,AGO,1,1
AGO,2011,,128.38634,29.686953,,AGO,0,0
AGO,2012,3.0819108,,,,AGO,0,0
AGO,2013,4.4389496,,,,AGO,0,0
AGO,2014,,,,66.029999,AGO,0,0
AGO,2015,3.4868958,120.58028,,66.239998,AGO,1,1
AGO,2016,2.7549367,,54.416798,,AGO,0,0
AGO,2017,2.4668789,,,,AGO,0,0
AGO,2018,2.1835129,,,,AGO,0,0
AGO,2019,2.0730643,,,,AGO,0,0
AGO,2020,2.6674473,,,,AGO,0,0
AGO,2021,2.2971969,89.226608,53.135155,,AGO,1,1
AGO,2022,2.385359,,,,AGO,0,0
BDI,2000,2.6454799,59.236832,,59.299999,BDI,1,1
BDI,2001,2.9039099,61.938251,9.4199896,,BDI,1,1
BDI,2002,3.00493,68.637993,9.9273996,,BDI,1,1
BDI,2003,,74.176964,10.25635,,BDI,0,0
BDI,2004,3.7449501,79.25544,11.80931,,BDI,1,1
BDI,2005,3.63217,84.503593,12.97707,,BDI,1,1
BDI,2006,,107.59712,14.33811,,BDI,0,0
BDI,2007,,120.35242,15.33612,,BDI,0,0
BDI,2008,5.1928902,123.76885,,48.080002,BDI,1,1
BDI,2009,6.1719499,131.40083,20.8934,,BDI,1,1
BDI,2010,6.7752399,135.15973,23.764709,,BDI,1,1
BDI,2011,6.3192601,135.99222,26.79438,,BDI,1,1
BDI,2012,6.1677699,131.35715,29.57329,,BDI,1,1
BDI,2013,5.9954,126.11024,34.212452,,BDI,1,1
BDI,2014,6.7845201,121.42411,40.264126,61.290001,BDI,1,1
BDI,2015,6.3713398,116.22813,43.935192,,BDI,1,1
BDI,2016,4.6919999,112.48212,47.471535,65.690002,BDI,1,1
BDI,2017,4.7620201,107.55418,48.22435,68.379997,BDI,1,1
BDI,2018,5.07864,104.25645,46.330395,,BDI,1,1
BDI,2019,5.3466845,101.50612,41.835243,,BDI,1,1
BDI,2020,5.3215852,101.66109,44.915173,71.337479,BDI,1,1
BDI,2021,4.8711419,,,,BDI,0,0
BEN,2000,2.1136601,77.292801,20.00054,,BEN,1,1
BEN,2001,2.3650999,84.478554,21.71044,,BEN,1,1
BEN,2002,2.1594901,89.592957,23.584669,34.66,BEN,1,1
BEN,2003,2.28316,93.192108,24.90012,,BEN,1,1
BEN,2004,2.5669,96.98716,26.704149,,BEN,1,1
BEN,2005,2.6566801,94.214569,,,BEN,1,1
BEN,2006,2.5634,94.332542,,,BEN,1,1
BEN,2007,2.3633101,,,,BEN,0,0
BEN,2008,2.7772801,106.48396,,,BEN,1,1
BEN,2009,3.0892701,111.44181,,,BEN,1,1
BEN,2010,3.67997,112.79596,,,BEN,1,1
BEN,2011,,114.72313,45.729469,44.688122,BEN,0,0
BEN,2012,3.5620201,118.54148,,,BEN,1,1
BEN,2013,3.3275101,119.38309,52.037849,45.080002,BEN,1,1
BEN,2014,3.1617899,119.67539,52.595268,,BEN,1,1
BEN,2015,3.1729801,121.99088,55.133308,,BEN,1,1
BEN,2016,2.8991001,120.30112,55.29459,,BEN,1,1
BEN,2017,3.5355899,116.29152,,38.869999,BEN,1,1
BEN,2018,2.9316199,111.80507,,,BEN,1,1
BEN,2019,2.7320473,106.7984,,49,BEN,1,1
BEN,2020,2.8989844,104.03317,43.98587,,BEN,1,1
BEN,2021,3.0969265,105.6313,44.2738,43.830002,BEN,1,1
BEN,2022,3.0972643,108.03624,43.56065,51.380001,BEN,1,1
BFA,2000,,42.817532,9.8558998,,BFA,0,0
BFA,2001,,44.338139,10.03964,,BFA,0,0
BFA,2002,,45.133091,,,BFA,0,0
BFA,2003,,47.53355,11.28482,21.82,BFA,0,0
BFA,2004,,52.179089,12.3677,,BFA,0,0
BFA,2005,3.9411299,56.698261,13.37233,23.52,BFA,1,1
BFA,2006,3.9821899,60.375,14.15446,22.469999,BFA,1,1
BFA,2007,4.0798202,65.889183,15.27937,27.879999,BFA,1,1
BFA,2008,,71.366219,17.99474,,BFA,0,0
BFA,2009,,75.785896,19.43535,,BFA,0,0
BFA,2010,3.5022299,76.405533,21.17802,,BFA,1,1
BFA,2011,3.9851501,79.732216,23.176437,,BFA,1,1
BFA,2012,3.6031599,81.981743,25.239967,,BFA,1,1
BFA,2013,4.0834398,83.289093,27.600887,,BFA,1,1
BFA,2014,4.0532999,84.553871,29.566874,34.599998,BFA,1,1
BFA,2015,3.67009,85.148483,32.893135,,BFA,1,1
BFA,2016,,87.406525,34.933628,,BFA,0,0
BFA,2017,5.6284699,89.511833,37.16275,,BFA,1,1
BFA,2018,5.4886098,91.501976,39.627846,39.349998,BFA,1,1
BFA,2019,5.4561563,89.786156,40.077045,29.66,BFA,1,1
BFA,2020,5.211483,87.698845,39.254009,,BFA,1,1
BFA,2021,5.2491336,87.018333,38.148033,36.970001,BFA,1,1
BFA,2022,5.2945676,82.256706,33.621288,40.919998,BFA,1,1
BWA,2000,,107.46958,76.196823,,BWA,0,0
BWA,2001,,108.97391,75.300201,,BWA,0,0
BWA,2002,,109.58321,75.87957,,BWA,0,0
BWA,2003,,110.27052,76.564873,81.190002,BWA,0,0
BWA,2004,,110.61521,78.398819,,BWA,0,0
BWA,2005,10.67859,111.46208,79.563622,,BWA,1,1
BWA,2006,,112.33057,81.694839,,BWA,0,0
BWA,2007,9.04667,111.43966,82.48671,,BWA,1,1
BWA,2008,,110.97836,77.806511,,BWA,0,0
BWA,2009,9.8253002,111.21366,,,BWA,1,1
BWA,2011,10.826553,,,,BWA,0,0
BWA,2012,8.1098728,107.41198,,,BWA,1,1
BWA,2013,8.0172062,105.31556,,,BWA,1,1
BWA,2014,7.888742,101.61661,,,BWA,1,1
BWA,2015,8.3945799,101.62335,,,BWA,1,1
BWA,2016,8.7358932,,,,BWA,0,0
BWA,2017,7.8092446,,,,BWA,0,0
BWA,2018,7.905386,,,,BWA,0,0
BWA,2019,8.3989964,,,,BWA,0,0
BWA,2020,8.0583363,,,,BWA,0,0
BWA,2021,,104.61998,70.629257,,BWA,0,0
BWA,2022,,109.27325,,,BWA,0,0
CAF,2000,1.61265,,,50.650002,CAF,0,0
CAF,2001,,68.312767,10.97985,,CAF,0,0
CAF,2002,1.51957,60.431149,10.99624,,CAF,1,1
CAF,2003,1.53979,59.68718,,,CAF,1,1
CAF,2004,1.62453,51.28706,,,CAF,1,1
CAF,2005,1.65222,57.085091,,,CAF,1,1
CAF,2006,1.41506,56.701031,,,CAF,1,1
CAF,2007,1.31332,65.553459,,,CAF,1,1
CAF,2008,1.29001,75.850349,,,CAF,1,1
CAF,2009,1.25458,77.429916,11.99552,,CAF,1,1
CAF,2010,1.11761,81.278954,,,CAF,1,1
CAF,2011,1.1079201,81.350403,15.91896,,CAF,1,1
CAF,2012,1.9803473,81.931503,15.61976,,CAF,1,1
CAF,2013,2.6382143,,,,CAF,0,0
CAF,2014,2.2201533,,,,CAF,0,0
CAF,2015,1.9102286,,,,CAF,0,0
CAF,2016,1.754089,96.812599,13.94655,,CAF,1,1
CAF,2017,1.7536502,,15.80744,,CAF,0,0
CAF,2018,1.565876,,,,CAF,0,0
CAF,2019,1.7679207,,,42.439999,CAF,0,0
CAF,2020,2.1446805,,,,CAF,0,0
CAF,2021,1.8725169,,,,CAF,0,0
CAF,2022,2.1150913,,,,CAF,0,0
CIV,2000,2.40031,64.529488,,48.740002,CIV,1,1
CIV,2001,2.4447701,66.335121,,,CIV,1,1
CIV,2002,2.8104701,66.868591,,,CIV,1,1
CIV,2003,2.8643799,63.023918,,,CIV,1,1
CIV,2004,2.9117601,,,,CIV,0,0
CIV,2005,2.91943,,,,CIV,0,0
CIV,2006,2.8199899,59.55505,,,CIV,1,1
CIV,2007,3.01615,59.463112,,,CIV,1,1
CIV,2008,3.0985301,62.300468,,,CIV,1,1
CIV,2009,3.1739399,63.079281,,,CIV,1,1
CIV,2010,3.24651,,,,CIV,0,0
CIV,2011,2.8657501,73.564163,,,CIV,1,1
CIV,2012,3.4344599,78.286057,,,CIV,1,1
CIV,2013,3.45859,80.749847,,,CIV,1,1
CIV,2014,3.3141699,83.7491,40.462994,43.91,CIV,1,1
CIV,2015,3.4941299,85.262802,43.986565,,CIV,1,1
CIV,2016,3.93593,87.969185,46.242508,50.040001,CIV,1,1
CIV,2017,3.7365401,88.2052,49.086357,,CIV,1,1
CIV,2018,3.2116499,88.210938,51.072613,,CIV,1,1
CIV,2019,3.41307,88.47477,53.791931,56.95924,CIV,1,1
CIV,2020,3.7867401,88.626663,55.438034,,CIV,1,1
CIV,2021,3.3271799,85.830086,57.135967,50,CIV,1,1
CIV,2022,3.4748499,86.454582,54.071411,,CIV,1,1
CMR,2000,1.70285,88.488953,28.46064,68.410004,CMR,1,1
CMR,2001,2.2973399,104.27831,33.583279,,CMR,1,1
CMR,2002,,104.31628,29.341881,,CMR,0,0
CMR,2003,2.8225901,104.62637,30.93568,,CMR,1,1
CMR,2004,2.7953,109.46471,27.509621,,CMR,1,1
CMR,2005,2.6565299,107.31694,28.0079,,CMR,1,1
CMR,2006,2.5399001,105.71222,24.40801,,CMR,1,1
CMR,2007,2.87815,107.51403,33.449718,70.68,CMR,1,1
CMR,2008,2.49826,107.60605,37.848808,,CMR,1,1
CMR,2009,2.9079001,109.50219,41.774361,,CMR,1,1
CMR,2010,2.8480201,111.2347,,71.190002,CMR,1,1
CMR,2011,2.6533599,110.01914,49.873245,,CMR,1,1
CMR,2012,2.60305,114.35423,53.102089,,CMR,1,1
CMR,2013,2.6554699,,54.901279,,CMR,0,0
CMR,2014,2.5839601,115.3042,59.125355,,CMR,1,1
CMR,2015,2.6579101,117.75357,60.49609,,CMR,1,1
CMR,2016,2.56234,117.17304,61.403706,,CMR,1,1
CMR,2017,3.0596199,111.22139,,,CMR,1,1
CMR,2018,3.0309601,104.33421,,72.550003,CMR,1,1
CMR,2019,3.0473995,106.7548,,,CMR,1,1
CMR,2020,3.1039014,,,,CMR,0,0
CMR,2021,2.8493075,110.10779,45.525578,,CMR,1,1
CMR,2022,2.6595237,112.49464,45.606674,,CMR,1,1
COD,2001,,,,67.169998,COD,0,0
COD,2002,,61.0336,,,COD,0,0
COD,2007,,83.549423,33.618561,,COD,0,0
COD,2008,,91.886948,35.837639,,COD,0,0
COD,2009,,91.9077,37.393841,,COD,0,0
COD,2010,1.5249799,92.086098,37.038792,,COD,1,1
COD,2011,,93.522392,38.949921,,COD,0,0
COD,2012,,98.24398,38.801231,75.019997,COD,0,0
COD,2013,2.0622001,99.912903,38.514042,,COD,1,1
COD,2014,1.95143,103.85772,41.178391,,COD,1,1
COD,2015,2.17044,102.05651,42.180462,,COD,1,1
COD,2016,2.11869,,,77.040001,COD,0,0
COD,2017,1.45495,,,,COD,0,0
COD,2018,,111.48867,,73.550003,COD,0,0
COD,2020,2.6226385,115.89829,,65.682877,COD,1,1
COD,2021,2.6604848,120.06845,55.363628,,COD,1,1
COD,2022,2.8446651,,,,COD,0,0
COG,2000,,83.168701,,,COG,0,0
COG,2001,,96.804558,,,COG,0,0
COG,2002,3.2083199,99.140373,36.971619,,COG,1,1
COG,2003,2.8361599,94.045242,38.033691,,COG,1,1
COG,2004,2.28813,105.24638,42.68132,,COG,1,1
COG,2005,1.68102,105.24494,,76.110001,COG,1,1
COG,2006,,106.36948,,,COG,0,0
COG,2007,,104.983,,,COG,0,0
COG,2008,,103.22724,,,COG,0,0
COG,2009,,107.3012,,,COG,0,0
COG,2010,5.6867299,109.02365,,,COG,1,1
COG,2011,2.6465297,108.5051,,,COG,1,1
COG,2012,2.7392306,105.51423,50.520321,,COG,1,1
COG,2013,5.0138812,,,,COG,0,0
COG,2014,3.18256,,,,COG,0,0
COG,2015,3.1388299,,,,COG,0,0
COG,2016,4.871141,,,,COG,0,0
COG,2017,4.1723599,,,,COG,0,0
COG,2018,2.7716701,87.462112,,,COG,1,1
COG,2019,3.2471642,,,,COG,0,0
COG,2020,4.2220888,,,,COG,0,0
COG,2021,3.3128154,,,,COG,0,0
COG,2022,2.7273824,,,,COG,0,0
COM,2000,,93.009903,,68.25,COM,0,0
COM,2002,2.25842,102.24846,35.042671,,COM,1,1
COM,2003,,100.249,38.922001,,COM,0,0
COM,2004,,97.923782,42.553471,,COM,0,0
COM,2007,,96.80909,,,COM,0,0
COM,2008,4.4226499,103.06367,,,COM,1,1
COM,2011,2.8304501,111.27509,,,COM,1,1
COM,2012,2.7478399,,,,COM,0,0
COM,2013,2.38276,115.58347,58.998581,,COM,1,1
COM,2014,2.74473,113.57984,61.507877,73.649498,COM,1,1
COM,2015,2.5450599,,,,COM,0,0
COM,2017,,106.2193,56.950214,,COM,0,0
COM,2018,,107.06191,61.701469,,COM,0,0
COM,2020,2.3780508,,,,COM,0,0
COM,2021,2.2748539,86.817528,,75.620201,COM,1,1
COM,2022,2.4316442,98.071793,54.805729,,COM,1,1
CPV,2000,,116.19644,65.055138,,CPV,0,0
CPV,2001,,115.44879,63.207851,,CPV,0,0
CPV,2002,7.8768201,115.54415,66.399986,,CPV,1,1
CPV,2003,,114.57284,67.327408,,CPV,0,0
CPV,2004,7.4766402,112.93459,66.940041,,CPV,1,1
CPV,2005,,112.19192,70.263603,,CPV,0,0
CPV,2006,6.5296001,112.30107,81.583488,,CPV,1,1
CPV,2007,4.9598298,110.92795,80.471046,,CPV,1,1
CPV,2008,5.0346498,109.96944,82.108887,,CPV,1,1
CPV,2009,4.86588,108.62046,81.225693,82.218956,CPV,1,1
CPV,2010,5.07657,107.55553,83.547134,,CPV,1,1
CPV,2011,4.5978599,107.47831,86.700012,,CPV,1,1
CPV,2012,5.3976955,108.38814,89.963409,85.330002,CPV,1,1
CPV,2013,4.5615602,108.02074,94.752609,,CPV,1,1
CPV,2014,4.5213399,107.53603,93.607468,,CPV,1,1
CPV,2015,4.8062201,105.85045,96.601227,86.790001,CPV,1,1
CPV,2016,4.7547598,104.43385,98.252846,,CPV,1,1
CPV,2017,4.5927801,104.15402,99.462784,,CPV,1,1
CPV,2018,4.7879229,105.84561,94.897202,,CPV,1,1
CPV,2019,4.1652899,105.20866,95.29023,,CPV,1,1
CPV,2020,7.094007,103.42828,98.309303,,CPV,1,1
CPV,2021,6.1549029,103.02597,97.005928,,CPV,1,1
CPV,2022,4.7252555,102.97301,96.431595,,CPV,1,1
DJI,2000,9.6599998,,,,DJI,0,0
DJI,2001,7.8053999,,,,DJI,0,0
DJI,2002,8.4475899,,,,DJI,0,0
DJI,2003,8.8898897,,,,DJI,0,0
DJI,2004,9.2646704,,,,DJI,0,0
DJI,2005,8.3658895,,,,DJI,0,0
DJI,2006,8.27878,,,,DJI,0,0
DJI,2007,8.40625,,,,DJI,0,0
DJI,2010,4.4902201,,,,DJI,0,0
DJI,2012,6.3512754,,,,DJI,0,0
DJI,2013,4.6478252,,,,DJI,0,0
DJI,2014,4.3840752,,,,DJI,0,0
DJI,2015,3.5989599,,,,DJI,0,0
DJI,2016,3.92226,,,,DJI,0,0
DJI,2017,3.7334499,,,,DJI,0,0
DJI,2018,3.75143,,,,DJI,0,0
DZA,2000,,109.7344,64.595421,,DZA,0,0
DZA,2001,,109.01784,68.763298,,DZA,0,0
DZA,2002,,110.67728,72.583069,69.870003,DZA,0,0
DZA,2003,,111.38779,75.435867,,DZA,0,0
DZA,2004,,111.65513,79.62986,,DZA,0,0
DZA,2005,,112.39859,81.856369,,DZA,0,0
DZA,2006,,112.07709,83.481194,72.650002,DZA,0,0
DZA,2007,,112.33448,73.517822,,DZA,0,0
DZA,2008,4.1114202,110.91095,80.23114,75.139999,DZA,1,1
DZA,2009,,113.49189,96.39296,,DZA,0,0
DZA,2010,8.6917706,113.80703,100.73978,,DZA,1,1
DZA,2011,9.1245346,112.73376,103.18427,,DZA,1,1
DZA,2012,7.0295091,112.06775,,,DZA,1,1
DZA,2013,6.6590605,112.33663,,,DZA,1,1
DZA,2014,6.5488982,111.14484,,,DZA,1,1
DZA,2015,6.1763301,109.58479,,,DZA,1,1
DZA,2016,6.5021086,109.0723,,,DZA,1,1
DZA,2017,5.7348237,108.06227,,,DZA,1,1
DZA,2018,5.8127513,107.09512,,,DZA,1,1
DZA,2019,5.5753655,106.06751,,,DZA,1,1
DZA,2020,6.1939173,108.53194,,,DZA,1,1
DZA,2021,5.5140328,104.73976,,,DZA,1,1
DZA,2022,4.7492466,105.74715,104.55027,,DZA,1,1
EGY,2000,,89.098427,77.833946,,EGY,0,0
EGY,2001,,88.593384,79.38974,,EGY,0,0
EGY,2002,,88.99305,78.817413,,EGY,0,0
EGY,2003,4.9456301,89.300949,78.506607,,EGY,1,1
EGY,2004,4.6707201,89.38018,77.78418,,EGY,1,1
EGY,2005,4.7944298,89.011162,,67.330002,EGY,1,1
EGY,2006,4.00178,90.01284,,66.370003,EGY,1,1
EGY,2007,3.6846099,90.524147,,,EGY,1,1
EGY,2008,3.7608299,,,,EGY,0,0
EGY,2009,,91.209648,63.2155,,EGY,0,0
EGY,2010,,90.947762,64.729637,72.050003,EGY,0,0
EGY,2011,,87.469734,72.548759,,EGY,0,0
EGY,2012,,91.860161,73.01825,73.870003,EGY,0,0
EGY,2013,,91.581963,73.895447,72.440002,EGY,0,0
EGY,2014,,89.187408,73.372345,,EGY,0,0
EGY,2016,,90.113052,75.752411,,EGY,0,0
EGY,2017,,90.651512,76.433762,71.169998,EGY,0,0
EGY,2018,,92.69091,76.981621,,EGY,0,0
EGY,2019,,94.250084,77.909401,,EGY,0,0
EGY,2020,,95.643303,79.654472,,EGY,0,0
EGY,2021,,97.00106,81.883347,82.080383,EGY,0,0
EGY,2022,,89.510086,,79.453163,EGY,0,0
ERI,2000,,95.337822,45.26355,,ERI,0,0
ERI,2001,4.0471601,94.526062,45.815708,,ERI,1,1
ERI,2002,3.5239,101.33185,46.530258,52.509998,ERI,1,1
ERI,2003,,107.54042,47.332169,,ERI,0,0
ERI,2004,3.1489699,106.52567,47.405239,,ERI,1,1
ERI,2005,,103.57465,51.60014,,ERI,0,0
ERI,2006,2.1270001,97.037178,53.119259,,ERI,1,1
ERI,2007,,87.202904,50.13385,,ERI,0,0
ERI,2008,,81.143433,51.394581,64.660004,ERI,0,0
ERI,2009,,77.921181,51.813019,,ERI,0,0
ERI,2010,,73.636848,51.56086,,ERI,0,0
ERI,2011,,79.174316,51.839882,,ERI,0,0
ERI,2012,,82.643898,52.707932,,ERI,0,0
ERI,2013,,92.676552,51.346191,,ERI,0,0
ERI,2014,,83.275146,50.665379,,ERI,0,0
ERI,2015,,82.366951,46.171501,,ERI,0,0
ERI,2017,,78.349472,44.91106,,ERI,0,0
ERI,2018,,78.791649,46.172379,,ERI,0,0
ERI,2022,,89.731247,44.044128,,ERI,0,0
ETH,2000,3.8861499,52.238731,14.45132,,ETH,1,1
ETH,2001,3.70029,57.130699,17.343019,,ETH,1,1
ETH,2002,3.6324501,59.604359,19.19392,,ETH,1,1
ETH,2003,,60.702141,19.566771,,ETH,0,0
ETH,2004,,63.565708,21.477051,35.900002,ETH,0,0
ETH,2005,,74.509689,23.854879,,ETH,0,0
ETH,2006,5.4909401,79.232933,27.47757,,ETH,1,1
ETH,2007,5.4511099,85.469727,30.25135,39,ETH,1,1
ETH,2008,5.4081998,91.453018,31.31093,,ETH,1,1
ETH,2009,4.42207,90.341942,31.649019,,ETH,1,1
ETH,2010,4.4965901,88.51104,33.047859,,ETH,1,1
ETH,2011,5.4857702,90.628258,34.446899,,ETH,1,1
ETH,2012,5.5667701,89.925323,36.219349,,ETH,1,1
ETH,2013,4.4985499,,,48.354973,ETH,0,0
ETH,2014,4.6020198,93.114586,,,ETH,1,1
ETH,2015,4.7379189,94.085754,33.911423,,ETH,1,1
ETH,2016,5.0615139,,,47.490002,ETH,0,0
ETH,2017,5.4990506,101.22399,,,ETH,1,1
ETH,2018,5.2201118,,,,ETH,0,0
ETH,2019,4.4808693,,,55.049999,ETH,0,0
ETH,2020,4.0905652,112.67017,,,ETH,1,1
ETH,2021,4.065249,101.33892,,54.885368,ETH,1,1
ETH,2022,3.736495,84.631775,,60.459999,ETH,1,1
GAB,2000,3.82709,,,,GAB,0,0
GAB,2001,,129.56665,48.617519,,GAB,0,0
GAB,2002,,135.68646,49.434879,,GAB,0,0
GAB,2003,,133.13985,,,GAB,0,0
GAB,2010,3.07809,,,,GAB,0,0
GAB,2011,2.9874599,129.776,,,GAB,1,1
GAB,2012,3.0134001,,,,GAB,0,0
GAB,2013,3.0297101,,,,GAB,0,0
GAB,2014,2.6666701,,,,GAB,0,0
GAB,2015,2.8243599,,,,GAB,0,0
GAB,2016,2.6677308,,,,GAB,0,0
GAB,2017,3.5557079,,,,GAB,0,0
GAB,2018,3.071543,,,,GAB,0,0
GAB,2019,2.8743098,100.1716,70.264,,GAB,1,1
GAB,2020,3.3987408,,,,GAB,0,0
GAB,2021,2.7007928,,,88.860001,GAB,0,0
GAB,2022,2.2077365,,,,GAB,0,0
GHA,2000,,79.940376,32.577591,57.900002,GHA,0,0
GHA,2001,5.3544402,75.419594,30.94339,,GHA,1,1
GHA,2002,,78.84758,32.267578,,GHA,0,0
GHA,2003,,76.309349,33.654789,,GHA,0,0
GHA,2004,7.5355802,80.225441,36.14455,,GHA,1,1
GHA,2005,7.42208,86.702469,38.127689,,GHA,1,1
GHA,2006,5.1479402,91.233276,39.847488,,GHA,1,1
GHA,2007,5.5198698,95.995651,43.759521,,GHA,1,1
GHA,2008,5.7579598,100.84149,46.059582,,GHA,1,1
GHA,2009,5.31744,99.077362,47.927719,,GHA,1,1
GHA,2010,5.5405998,,,71.5,GHA,0,0
GHA,2011,8.1409702,99.413078,55.60693,,GHA,1,1
GHA,2012,7.9191399,102.0687,56.732601,,GHA,1,1
GHA,2013,4.5764499,101.08945,68.199142,,GHA,1,1
GHA,2014,4.3997898,99.560089,63.974571,,GHA,1,1
GHA,2015,4.4340401,103.21313,67.04866,60.198105,GHA,1,1
GHA,2016,4.3945198,101.75111,67.264412,,GHA,1,1
GHA,2017,3.5336299,100.4789,66.635948,64.489998,GHA,1,1
GHA,2018,3.8861301,98.681389,68.22226,,GHA,1,1
GHA,2019,3.1530712,99.875031,71.187698,,GHA,1,1
GHA,2020,3.4091599,98.404892,74.010216,,GHA,1,1
GHA,2021,3.4005044,99.450943,76.208473,76.489998,GHA,1,1
GHA,2022,2.9096384,98.231895,77.816872,,GHA,1,1
GIN,2000,1.77865,58.381229,,,GIN,1,1
GIN,2001,1.42785,61.127022,18.49859,,GIN,1,1
GIN,2002,1.77897,69.435402,21.22477,,GIN,1,1
GIN,2003,1.62613,72.668716,22.6574,29.700001,GIN,1,1
GIN,2004,1.51569,75.542358,24.645531,,GIN,1,1
GIN,2005,1.26815,77.486198,29.027321,,GIN,1,1
GIN,2006,,79.183594,32.297089,,GIN,0,0
GIN,2007,,81.362549,,,GIN,0,0
GIN,2008,1.58112,82.752747,33.238091,,GIN,1,1
GIN,2009,2.2072501,82.911079,,,GIN,1,1
GIN,2010,2.5511899,85.616867,,25.309999,GIN,1,1
GIN,2011,2.28742,89.374489,36.746479,,GIN,1,1
GIN,2012,1.8336999,91.492462,36.87669,,GIN,1,1
GIN,2013,2.6342199,93.530128,,,GIN,1,1
GIN,2014,2.4228101,95.151779,38.554878,32,GIN,1,1
GIN,2015,2.5171399,,,,GIN,0,0
GIN,2016,2.5445001,93.113258,,,GIN,1,1
GIN,2017,2.3203399,,,,GIN,0,0
GIN,2018,2.38432,,,39.619999,GIN,0,0
GIN,2019,1.85812,,,,GIN,0,0
GIN,2020,2.44806,100.47452,,,GIN,1,1
GIN,2021,2.0407481,,,,GIN,0,0
GIN,2022,2.0072231,,,,GIN,0,0
GMB,2000,1.46587,70.985023,,36.82,GMB,1,1
GMB,2001,1.1581,71.411743,,,GMB,1,1
GMB,2002,1.44292,69.332428,,,GMB,1,1
GMB,2003,1.36338,72.404167,,,GMB,1,1
GMB,2004,.62247002,73.579399,,,GMB,1,1
GMB,2005,.69187999,72.190887,,,GMB,1,1
GMB,2006,.75163001,71.475967,,,GMB,1,1
GMB,2007,.81686002,73.950882,,,GMB,1,1
GMB,2008,2.1812999,73.556618,45.29129,,GMB,1,1
GMB,2009,1.9081399,73.409653,46.21447,,GMB,1,1
GMB,2010,2.56322,73.459984,45.535141,,GMB,1,1
GMB,2011,2.5011699,72.190666,,,GMB,1,1
GMB,2012,2.6375699,75.459267,,,GMB,1,1
GMB,2013,1.81839,77.531891,,,GMB,1,1
GMB,2014,2.2309401,80.671272,,,GMB,1,1
GMB,2015,2.1600299,83.676781,,50.779999,GMB,1,1
GMB,2016,2.02443,85.496819,,,GMB,1,1
GMB,2017,2.4591944,88.691574,,,GMB,1,1
GMB,2018,2.3654399,91.480331,,53.16,GMB,1,1
GMB,2019,2.8080971,95.096581,,,GMB,1,1
GMB,2020,2.8873458,96.882706,,,GMB,1,1
GMB,2021,3.0447769,96.32354,107.02712,51.639999,GMB,1,1
GMB,2022,2.8916874,97.278175,,,GMB,1,1
GNB,2000,,75.500298,17.928921,41.360001,GNB,0,0
